-169.07336   85.05369   63.81530     +13.96       2.46
-128.93364   85.04265   62.14314     +12.38      -2.76
-109.81532   75.03690   64.96046      +4.46       0.67
 -90.11245   45.03801   68.67104      +3.11      -2.01
 -90.02302   65.02958   62.13646      +4.76       3.39
 -88.94311   85.02611   58.99271      +4.78       9.39
 -70.17433   15.04588   65.51262      -3.22      -2.45
 -70.17980   35.03337   57.72949      -1.79       4.65
 -70.11819   55.02517   53.87147      +1.09       4.96
 -69.87119   75.02020   54.94219      +0.94       8.20
 -50.19463  -14.93573   66.60727      -1.82      -1.46
 -50.22805    5.04616   53.74827      -1.37      -4.17
 -50.21531   25.03354   44.35950      +2.34      -1.79
 -50.17704   45.02440   41.18079      +4.37       6.13
 -50.06956   65.01800   45.59573      +1.17      -1.63
 -49.05710   85.01310   55.76617      +0.99      -0.48
 -30.22653  -24.93121   63.00578      +2.63       1.82
 -30.24902   -4.95016   46.14437      +1.38       0.20
 -30.23959   15.03648   31.93723      +4.32      -2.84
 -30.21856   35.02643   25.54462      +6.50       5.66
 -30.15882   55.01885   32.08662      +3.22      -9.53
 -29.93844   75.01268   46.35618      -0.10      -1.98
 -10.23778  -34.92179   66.66709      +4.35      -2.42
 -10.26360  -14.94452   47.03609      +6.44      -1.13
 -10.26132    5.04114   27.73494      +7.62      -3.78
 -10.24570   25.03022   10.85249      +7.78      -1.86
 -10.11697   65.01502   34.54224      +2.34      -7.51
  -9.23009   85.00813   54.03096      +6.78      -4.32
-174.11296   85.06265   63.86700      +4.93      -0.15
-164.67961   80.06659   68.56495      -4.66       0.18
-154.03398   85.05895   63.41926      +9.67      -5.13
-144.63125   80.05989   67.20845      +0.17      -5.48
-134.82941   75.05955   69.96700      -6.19      -7.11
-133.96841   85.05245   62.45155      +7.49      -6.06
-124.92696   70.05764   71.48878      -8.34      -6.96
-124.61087   80.05053   64.92010      +3.23      -5.66
-114.99310   65.05369   71.64347      -8.48      -7.28
-114.82750   75.04749   66.08150      -0.95      -2.73
-113.93271   85.04448   61.06817      +3.19      -1.28
-105.04330   60.04874   70.37737      -4.99      -6.76
-104.94521   70.04368   65.83665      -0.99      -1.58
-104.60917   80.04091   61.92835      +3.99      -0.20
 -95.10682   45.05014   71.87393      -4.34      -4.22
 -95.09027   55.04374   67.72053      -2.01      -6.10
 -95.01990   65.03981   64.15641      +1.02       0.94
 -94.84112   75.03723   61.34303      +0.18       5.44
 -93.93357   85.03593   59.42279      +2.70       5.91
 -85.14541   30.05230   71.27506      -0.81      -1.88
 -85.15533   40.04533   67.21947      -0.54       0.25
 -85.12585   50.04042   63.76520      -0.20       4.44
 -85.07451   60.03662   61.08376      +1.07       3.49
 -84.96582   70.03380   59.30999      -0.25       8.79
 -84.62797   80.03220   58.54568      +1.72       8.92
 -75.16738   15.05700   69.77118      +4.51      -4.22
 -75.18978   25.04920   65.36992      +4.97      -3.58
 -75.17665   35.04306   61.60292      +3.98       3.30
 -75.15385   45.03813   58.66551      +4.98       4.71
 -75.11621   55.03426   56.71896      +3.61       2.67
 -75.04324   65.03139   55.88475      +2.26       8.49
 -74.86762   75.02925   56.22102      +1.32       9.58
 -73.97456   85.02792   57.70506      -2.37       4.75
 -65.18501    0.06470   68.89032      +4.96      -2.03
 -65.21267   10.05546   63.65824      +4.19      -4.21
 -65.20597   20.04822   59.04862      +2.87      -2.44
 -65.18002   40.03717   52.61959      +2.04       5.32
 -65.14538   50.03323   51.20247      +1.55       8.88
 -65.09734   60.02993   51.17248      +0.73       6.82
 -64.99242   70.02713   52.52509      -3.23       6.60
 -64.66240   80.02547   55.14989      -5.67       2.66
 -55.19031  -14.92447   70.13759      -2.37      -0.78
 -55.22542   -4.93550   63.73842      -2.24       1.38
 -55.22538    5.05566   57.84595      -3.67      -3.66
 -55.22290   15.04851   52.71191      -2.30      -0.70
 -55.20344   25.04255   48.60406      -1.71       0.60
 -55.19648   35.03736   45.85574      -0.79       7.34
 -55.17702   45.03279   44.71398      -0.34       7.59
 -55.13718   55.02918   45.30774      -1.36       4.11
 -55.06741   65.02624   47.57468      -6.06       2.88
 -54.89791   75.02387   51.28001      -8.44       2.06
 -54.04027   85.02158   56.12154      -6.66      -0.93
 -45.21235  -19.92323   66.93909      -4.03       1.13
 -45.23597   -9.93419   59.64853      -5.89       2.25
 -45.23861    0.05711   52.85712      -5.11       0.77
 -45.23464   10.05004   46.83728      -4.57      -1.88
 -45.22557   20.04361   41.95791      -3.24       0.19
 -45.21519   30.03811   38.68112      +0.62       5.02
 -45.19905   40.03350   37.44181      -0.89       7.33
 -45.17002   50.02946   38.44070      -2.38       5.71
 -45.12228   60.02601   41.51626      -4.12      -3.78
 -45.01900   70.02341   46.24385      -6.00       0.26
 -44.70624   80.02062   52.16149      -7.29       0.21
 -35.22270  -24.92077   65.32775      +0.84       4.15
 -35.24400  -14.93212   57.09826      +2.04       0.70
 -35.24405   -4.94082   49.25466      -0.58       3.76
 -35.24047    5.05164   42.06040      -1.35      -2.05
 -35.24105   15.04534   35.94053      -0.80       0.80
 -35.22930   25.03964   31.53250      +1.54       1.62
 -35.20996   35.03467   29.63061      +2.90       8.32
 -35.19665   45.03032   30.72136      +0.35       3.87
 -35.15941   55.02665   34.50450      -1.74      -7.16
 -35.08592   65.02358   40.22482      -4.94      -2.39
 -34.87554   75.02044   47.16647      -4.38       0.34
 -34.11888   85.01741   54.87417      -3.36      -0.14
 -25.22884  -29.91703   65.50921      -0.52       0.43
 -25.25491  -19.92909   56.44905      +0.62       0.89
 -25.25388   -9.93826   47.60482      -0.11       0.68
 -25.25661    0.05412   39.16381      -0.29      -0.46
 -25.25028   10.04722   31.46207      +1.32      -3.38
 -25.24302   20.04144   25.20989      +2.48      -1.61
 -25.23374   30.03624   21.70989      +2.88       4.41
 -25.21615   40.03184   22.29955      +1.75       3.36
 -25.18968   50.02782   26.71181      -1.20      -5.24
 -25.13910   60.02431   33.46191      -1.45      -7.45
 -24.75257   80.01804   50.00081      -4.84      -0.95
 -15.23490  -34.91165   67.49720      -1.36      -2.62
 -15.26218  -24.92544   57.84506      +1.58       3.14
 -15.26361  -14.93524   48.26407      +1.96       0.70
 -15.26311   -4.94342   38.82884      +1.70       1.18
 -15.26215    5.04968   29.68901      -0.54      -3.01
 -15.25422   15.04377   21.23505      +1.93      -0.57
 -15.24477   25.03808   14.71681      +2.35      -0.34
 -15.21351   45.02926   18.35127      +1.01      -9.42
 -15.17896   55.02553   26.29125      -1.40     -10.77
 -15.11568   65.02246   35.23966      -1.91      -4.83
 -14.96768   75.01920   44.59030      -4.94       0.02
 -14.21451   85.01541   54.13119      -0.10      -1.68
  -5.23517  -39.90392   71.11555      -3.69      -5.33
  -5.26526  -29.92077   61.17142      -2.83       3.75
  -5.27227  -19.93200   51.22839      -3.26       2.71
  -5.27033   -9.94023   41.29646      -2.85       3.61
  -5.26231    0.05249   31.39252      -2.92      -0.07
  -5.26546   10.04626   21.56127      -4.57      -1.91
  -5.24496   20.04055   11.97436      -3.03      -0.15
  -5.24707   30.03575    4.63007      +0.68       6.18
  -5.23233   40.03124    9.93843      -1.85      -9.85
  -5.20598   50.02740   19.37783      -3.43      -9.47
  -5.16247   60.02382   29.18298      -3.65      -9.49
  -5.07372   70.02056   39.07940      -4.75      -3.24
  -4.79298   80.01750   49.01140      -3.28      -0.67
